yr,resid_curr,resid_regis,pop_mig
2004,Hunan,Tibet,0
2005,Hunan,Tibet,0
2006,Hunan,Tibet,80
2007,Hunan,Tibet,166
2008,Hunan,Tibet,259
2009,Hunan,Tibet,352
2010,Hunan,Tibet,467
2011,Hunan,Tibet,582
2012,Hunan,Tibet,740
2013,Hunan,Tibet,909
2014,Hunan,Tibet,1100
2004,Hunan,Shaanxi,5197
2005,Hunan,Shaanxi,5387
2006,Hunan,Shaanxi,5931
2007,Hunan,Shaanxi,6503
2008,Hunan,Shaanxi,7139
2009,Hunan,Shaanxi,7663
2010,Hunan,Shaanxi,8553
2011,Hunan,Shaanxi,9874
2012,Hunan,Shaanxi,11693
2013,Hunan,Shaanxi,13404
2014,Hunan,Shaanxi,15182
2004,Hunan,Gansu,1876
2005,Hunan,Gansu,1945
2006,Hunan,Gansu,2487
2007,Hunan,Gansu,3063
2008,Hunan,Gansu,3692
2009,Hunan,Gansu,4281
2010,Hunan,Gansu,5100
2011,Hunan,Gansu,6344
2012,Hunan,Gansu,8065
2013,Hunan,Gansu,9892
2014,Hunan,Gansu,11955
2004,Hunan,Qinghai,578
2005,Hunan,Qinghai,599
2006,Hunan,Qinghai,807
2007,Hunan,Qinghai,1028
2008,Hunan,Qinghai,1269
2009,Hunan,Qinghai,1498
2010,Hunan,Qinghai,1809
2011,Hunan,Qinghai,1791
2012,Hunan,Qinghai,1761
2013,Hunan,Qinghai,1597
2014,Hunan,Qinghai,1320
2004,Hunan,Ningxia,145
2005,Hunan,Ningxia,150
2006,Hunan,Ningxia,285
2007,Hunan,Ningxia,428
2008,Hunan,Ningxia,584
2009,Hunan,Ningxia,737
2010,Hunan,Ningxia,934
2011,Hunan,Ningxia,1221
2012,Hunan,Ningxia,1619
2013,Hunan,Ningxia,2059
2014,Hunan,Ningxia,2567
2004,Hunan,Xinjiang,1588
2005,Hunan,Xinjiang,1646
2006,Hunan,Xinjiang,1958
2007,Hunan,Xinjiang,2288
2008,Hunan,Xinjiang,2651
2009,Hunan,Xinjiang,2980
2010,Hunan,Xinjiang,3462
2011,Hunan,Xinjiang,4345
2012,Hunan,Xinjiang,5567
2013,Hunan,Xinjiang,6876
2014,Hunan,Xinjiang,8361
2004,Jiangsu,Beijing,10437
2005,Jiangsu,Beijing,10624
2006,Jiangsu,Beijing,11091
2007,Jiangsu,Beijing,11568
2008,Jiangsu,Beijing,12121
2009,Jiangsu,Beijing,12452
2010,Jiangsu,Beijing,13335
2011,Jiangsu,Beijing,15457
2012,Jiangsu,Beijing,18487
2013,Jiangsu,Beijing,21479
2014,Jiangsu,Beijing,24717
2004,Jiangsu,Tianjin,3969
2005,Jiangsu,Tianjin,4040
2006,Jiangsu,Tianjin,4808
2007,Jiangsu,Tianjin,5601
2008,Jiangsu,Tianjin,6453
2009,Jiangsu,Tianjin,7202
2010,Jiangsu,Tianjin,8298
2011,Jiangsu,Tianjin,9640
2012,Jiangsu,Tianjin,11549
2013,Jiangsu,Tianjin,13434
2014,Jiangsu,Tianjin,15475
2004,Jiangsu,Hebei,39395
2005,Jiangsu,Hebei,40102
2006,Jiangsu,Hebei,47166
2007,Jiangsu,Hebei,54460
2008,Jiangsu,Hebei,62312
2009,Jiangsu,Hebei,69156
2010,Jiangsu,Hebei,79315
2011,Jiangsu,Hebei,82362
2012,Jiangsu,Hebei,90091
2013,Jiangsu,Hebei,97183
2014,Jiangsu,Hebei,105027
2004,Jiangsu,Shanxi,12788
2005,Jiangsu,Shanxi,13018
2006,Jiangsu,Shanxi,19408
2007,Jiangsu,Shanxi,26018
2008,Jiangsu,Shanxi,33021
2009,Jiangsu,Shanxi,39565
2010,Jiangsu,Shanxi,48138
2011,Jiangsu,Shanxi,62616
2012,Jiangsu,Shanxi,80877
2013,Jiangsu,Shanxi,99292
2014,Jiangsu,Shanxi,119109
2004,Jiangsu,Neimenggu,20139
2005,Jiangsu,Neimenggu,20500
2006,Jiangsu,Neimenggu,20268
2007,Jiangsu,Neimenggu,20019
2008,Jiangsu,Neimenggu,19855
2009,Jiangsu,Neimenggu,19300
2010,Jiangsu,Neimenggu,19546
2011,Jiangsu,Neimenggu,19161
2012,Jiangsu,Neimenggu,19845
2013,Jiangsu,Neimenggu,20324
2014,Jiangsu,Neimenggu,20903
2004,Jiangsu,Liaoning,25283
2005,Jiangsu,Liaoning,25737
2006,Jiangsu,Liaoning,27275
2007,Jiangsu,Liaoning,28854
2008,Jiangsu,Liaoning,30636
2009,Jiangsu,Liaoning,31868
2010,Jiangsu,Liaoning,34531
2011,Jiangsu,Liaoning,34060
2012,Jiangsu,Liaoning,35493
2013,Jiangsu,Liaoning,36573
2014,Jiangsu,Liaoning,37845
2004,Jiangsu,Jilin,29693
2005,Jiangsu,Jilin,30226
2006,Jiangsu,Jilin,31559
2007,Jiangsu,Jilin,32925
2008,Jiangsu,Jilin,34504
2009,Jiangsu,Jilin,35452
2010,Jiangsu,Jilin,37971
2011,Jiangsu,Jilin,38300
2012,Jiangsu,Jilin,40785
2013,Jiangsu,Jilin,42918
2014,Jiangsu,Jilin,45326
2004,Jiangsu,Heilongjiang,53360
2005,Jiangsu,Heilongjiang,54318
2006,Jiangsu,Heilongjiang,56191
2007,Jiangsu,Heilongjiang,58104
2008,Jiangsu,Heilongjiang,60373
2009,Jiangsu,Heilongjiang,61524
2010,Jiangsu,Heilongjiang,65378
2011,Jiangsu,Heilongjiang,69991
2012,Jiangsu,Heilongjiang,78620
2013,Jiangsu,Heilongjiang,86814
2014,Jiangsu,Heilongjiang,95786
2004,Jiangsu,Shanghai,79819
2005,Jiangsu,Shanghai,81252
2006,Jiangsu,Shanghai,80437
2007,Jiangsu,Shanghai,79555
2008,Jiangsu,Shanghai,79016
2009,Jiangsu,Shanghai,76924
2010,Jiangsu,Shanghai,78033
2011,Jiangsu,Shanghai,82606
2012,Jiangsu,Shanghai,91902
2013,Jiangsu,Shanghai,100639
2014,Jiangsu,Shanghai,110234
2004,Jiangsu,Zhejiang,240194
2005,Jiangsu,Zhejiang,244505
2006,Jiangsu,Zhejiang,245491
2007,Jiangsu,Zhejiang,246396
2008,Jiangsu,Zhejiang,248514
2009,Jiangsu,Zhejiang,245845
2010,Jiangsu,Zhejiang,253609
2011,Jiangsu,Zhejiang,241107
2012,Jiangsu,Zhejiang,241912
2013,Jiangsu,Zhejiang,239730
2014,Jiangsu,Zhejiang,238291
2004,Jiangsu,Anhui,2507626
2005,Jiangsu,Anhui,2552638
2006,Jiangsu,Anhui,2523448
2007,Jiangsu,Anhui,2492027
2008,Jiangsu,Anhui,2471216
2009,Jiangsu,Anhui,2401693
2010,Jiangsu,Anhui,2431926
2011,Jiangsu,Anhui,2347699
2012,Jiangsu,Anhui,2393732
2013,Jiangsu,Anhui,2412656
2014,Jiangsu,Anhui,2441362
2004,Jiangsu,Fujian,142588
2005,Jiangsu,Fujian,145147
2006,Jiangsu,Fujian,142142
2007,Jiangsu,Fujian,138963
2008,Jiangsu,Fujian,136318
2009,Jiangsu,Fujian,130945
2010,Jiangsu,Fujian,130933
2011,Jiangsu,Fujian,123485
2012,Jiangsu,Fujian,122833
2013,Jiangsu,Fujian,120597
2014,Jiangsu,Fujian,118669
2004,Jiangsu,Jiangxi,204767
2005,Jiangsu,Jiangxi,208443
2006,Jiangsu,Jiangxi,215493
2007,Jiangsu,Jiangxi,222693
2008,Jiangsu,Jiangxi,231250
2009,Jiangsu,Jiangxi,235524
2010,Jiangsu,Jiangxi,250137
2011,Jiangsu,Jiangxi,236995
2012,Jiangsu,Jiangxi,236916
2013,Jiangsu,Jiangxi,233857
2014,Jiangsu,Jiangxi,231470
2004,Jiangsu,Shandong,229022
2005,Jiangsu,Shandong,233133
2006,Jiangsu,Shandong,260831
2007,Jiangsu,Shandong,289396
2008,Jiangsu,Shandong,320509
2009,Jiangsu,Shandong,346193
2010,Jiangsu,Shandong,388044
2011,Jiangsu,Shandong,394706
2012,Jiangsu,Shandong,423654
2013,Jiangsu,Shandong,449136
2014,Jiangsu,Shandong,477682
2004,Jiangsu,Henan,708380
2005,Jiangsu,Henan,721095
2006,Jiangsu,Henan,762822
2007,Jiangsu,Henan,805680
2008,Jiangsu,Henan,854134
2009,Jiangsu,Henan,887214
2010,Jiangsu,Henan,960088
2011,Jiangsu,Henan,981886
2012,Jiangsu,Henan,1059220
2013,Jiangsu,Henan,1128204
2014,Jiangsu,Henan,1205169
2004,Jiangsu,Hubei,270181
2005,Jiangsu,Hubei,275031
2006,Jiangsu,Hubei,293200
2007,Jiangsu,Hubei,311881
2008,Jiangsu,Hubei,332813
2009,Jiangsu,Hubei,347809
2010,Jiangsu,Hubei,378506
2011,Jiangsu,Hubei,355832
2012,Jiangsu,Hubei,352717
2013,Jiangsu,Hubei,344973
2014,Jiangsu,Hubei,338037
2004,Jiangsu,Hunan,112894
2005,Jiangsu,Hunan,114920
2006,Jiangsu,Hunan,128666
2007,Jiangsu,Hunan,142843
2008,Jiangsu,Hunan,158280
2009,Jiangsu,Hunan,171039
2010,Jiangsu,Hunan,191788
2011,Jiangsu,Hunan,189962
2012,Jiangsu,Hunan,198768
2013,Jiangsu,Hunan,205642
2014,Jiangsu,Hunan,213648
2004,Jiangsu,Guangdong,25137
2005,Jiangsu,Guangdong,25588
2006,Jiangsu,Guangdong,28541
2007,Jiangsu,Guangdong,31585
2008,Jiangsu,Guangdong,34905
2009,Jiangsu,Guangdong,37632
2010,Jiangsu,Guangdong,42113
2011,Jiangsu,Guangdong,44645
2012,Jiangsu,Guangdong,49731
2013,Jiangsu,Guangdong,54519
2014,Jiangsu,Guangdong,59774
2004,Jiangsu,Guangxi,32340
2005,Jiangsu,Guangxi,32920
2006,Jiangsu,Guangxi,34681
2007,Jiangsu,Guangxi,36489
2008,Jiangsu,Guangxi,38545
2009,Jiangsu,Guangxi,39903
2010,Jiangsu,Guangxi,43045
2011,Jiangsu,Guangxi,43324
2012,Jiangsu,Guangxi,46041
2013,Jiangsu,Guangxi,48354
2014,Jiangsu,Guangxi,50973
2004,Jiangsu,Hainan,3675
2005,Jiangsu,Hainan,3741
2006,Jiangsu,Hainan,4056
2007,Jiangsu,Hainan,4381
2008,Jiangsu,Hainan,4740
2009,Jiangsu,Hainan,5016
2010,Jiangsu,Hainan,5521
2011,Jiangsu,Hainan,6157
2012,Jiangsu,Hainan,7150
2013,Jiangsu,Hainan,8117
2014,Jiangsu,Hainan,9168
2004,Jiangsu,Chongqing,153906
2005,Jiangsu,Chongqing,156669
2006,Jiangsu,Chongqing,158463
2007,Jiangsu,Chongqing,160247
2008,Jiangsu,Chongqing,162869
2009,Jiangsu,Chongqing,162385
2010,Jiangsu,Chongqing,168857
2011,Jiangsu,Chongqing,152884
2012,Jiangsu,Chongqing,145200
2013,Jiangsu,Chongqing,135201
2014,Jiangsu,Chongqing,125123
2004,Jiangsu,Sichuan,692064
2005,Jiangsu,Sichuan,704486
2006,Jiangsu,Sichuan,686063
2007,Jiangsu,Sichuan,666659
2008,Jiangsu,Sichuan,649644
2009,Jiangsu,Sichuan,619519
2010,Jiangsu,Sichuan,614517
2011,Jiangsu,Sichuan,574963
2012,Jiangsu,Sichuan,566960
2013,Jiangsu,Sichuan,551325
2014,Jiangsu,Sichuan,536796
2004,Jiangsu,Guizhou,255629
2005,Jiangsu,Guizhou,260217
2006,Jiangsu,Guizhou,259496
2007,Jiangsu,Guizhou,258628
2008,Jiangsu,Guizhou,258958
2009,Jiangsu,Guizhou,254250
2010,Jiangsu,Guizhou,260235
2011,Jiangsu,Guizhou,243595
2012,Jiangsu,Guizhou,240323
2013,Jiangsu,Guizhou,233825
2014,Jiangsu,Guizhou,227803
2004,Jiangsu,Yunnan,117745
2005,Jiangsu,Yunnan,119858
2006,Jiangsu,Yunnan,121979
2007,Jiangsu,Yunnan,124118
2008,Jiangsu,Yunnan,126937
2009,Jiangsu,Yunnan,127356
2010,Jiangsu,Yunnan,133271
2011,Jiangsu,Yunnan,136766
2012,Jiangsu,Yunnan,148005
2013,Jiangsu,Yunnan,158106
2014,Jiangsu,Yunnan,169349
2004,Jiangsu,Tibet,588
2005,Jiangsu,Tibet,599
2006,Jiangsu,Tibet,805
2007,Jiangsu,Tibet,1018
2008,Jiangsu,Tibet,1245
2009,Jiangsu,Tibet,1454
2010,Jiangsu,Tibet,1735
2011,Jiangsu,Tibet,1311
2012,Jiangsu,Tibet,953
2013,Jiangsu,Tibet,560
2014,Jiangsu,Tibet,147
2004,Jiangsu,Shaanxi,102016
2005,Jiangsu,Shaanxi,103847
2006,Jiangsu,Shaanxi,120316
2007,Jiangsu,Shaanxi,137317
2008,Jiangsu,Shaanxi,155667
2009,Jiangsu,Shaanxi,171465
2010,Jiangsu,Shaanxi,195426
2011,Jiangsu,Shaanxi,210540
2012,Jiangsu,Shaanxi,237756
2013,Jiangsu,Shaanxi,263728
2014,Jiangsu,Shaanxi,292124
2004,Jiangsu,Gansu,38660
2005,Jiangsu,Gansu,39354
2006,Jiangsu,Gansu,49623
2007,Jiangsu,Gansu,60236
2008,Jiangsu,Gansu,71570
2009,Jiangsu,Gansu,81806
2010,Jiangsu,Gansu,96072
2011,Jiangsu,Gansu,102498
2012,Jiangsu,Gansu,114797
2013,Jiangsu,Gansu,126443
2014,Jiangsu,Gansu,139205
2004,Jiangsu,Qinghai,14405
2005,Jiangsu,Qinghai,14664
2006,Jiangsu,Qinghai,14326
2007,Jiangsu,Qinghai,13970
2008,Jiangsu,Qinghai,13665
2009,Jiangsu,Qinghai,13086
2010,Jiangsu,Qinghai,13041
2011,Jiangsu,Qinghai,11694
2012,Jiangsu,Qinghai,10980
2013,Jiangsu,Qinghai,10081
2014,Jiangsu,Qinghai,9168
2004,Jiangsu,Ningxia,5439
2005,Jiangsu,Ningxia,5537
2006,Jiangsu,Ningxia,5716
2007,Jiangsu,Ningxia,5899
2008,Jiangsu,Ningxia,6117
2009,Jiangsu,Ningxia,6222
2010,Jiangsu,Ningxia,6600
2011,Jiangsu,Ningxia,7152
2012,Jiangsu,Ningxia,8116
2013,Jiangsu,Ningxia,9039
2014,Jiangsu,Ningxia,10048
2004,Jiangsu,Xinjiang,23225
2005,Jiangsu,Xinjiang,23642
2006,Jiangsu,Xinjiang,22955
2007,Jiangsu,Xinjiang,22233
2008,Jiangsu,Xinjiang,21587
2009,Jiangsu,Xinjiang,20503
2010,Jiangsu,Xinjiang,20247
2011,Jiangsu,Xinjiang,22421
2012,Jiangsu,Xinjiang,25894
2013,Jiangsu,Xinjiang,29264
2014,Jiangsu,Xinjiang,32931
2004,Jiangxi,Beijing,1018
2005,Jiangxi,Beijing,1047
2006,Jiangxi,Beijing,1139
2007,Jiangxi,Beijing,1235
2008,Jiangxi,Beijing,1342
2009,Jiangxi,Beijing,1427
2010,Jiangxi,Beijing,1578
2011,Jiangxi,Beijing,2043
2012,Jiangxi,Beijing,2659
2013,Jiangxi,Beijing,3309
2014,Jiangxi,Beijing,4034
2004,Jiangxi,Tianjin,146
2005,Jiangxi,Tianjin,150
2006,Jiangxi,Tianjin,334
2007,Jiangxi,Tianjin,529
2008,Jiangxi,Tianjin,737
2009,Jiangxi,Tianjin,941
2010,Jiangxi,Tianjin,1198
2011,Jiangxi,Tianjin,1480
2012,Jiangxi,Tianjin,1841
2013,Jiangxi,Tianjin,2194
2014,Jiangxi,Tianjin,2567
2004,Jiangxi,Hebei,3054
2005,Jiangxi,Hebei,3142
2006,Jiangxi,Hebei,3852
2007,Jiangxi,Hebei,4597
2008,Jiangxi,Hebei,5406
2009,Jiangxi,Hebei,6143
2010,Jiangxi,Hebei,7193
2011,Jiangxi,Hebei,8333
2012,Jiangxi,Hebei,9683
2013,Jiangxi,Hebei,10723
2014,Jiangxi,Hebei,11588
2004,Jiangxi,Shanxi,291
2005,Jiangxi,Shanxi,299
2006,Jiangxi,Shanxi,1324
2007,Jiangxi,Shanxi,2405
2008,Jiangxi,Shanxi,3563
2009,Jiangxi,Shanxi,4701
2010,Jiangxi,Shanxi,6119
2011,Jiangxi,Shanxi,7286
2012,Jiangxi,Shanxi,8726
2013,Jiangxi,Shanxi,9996
2014,Jiangxi,Shanxi,11221
2004,Jiangxi,Neimenggu,1018
2005,Jiangxi,Neimenggu,1047
2006,Jiangxi,Neimenggu,1632
2007,Jiangxi,Neimenggu,2248
2008,Jiangxi,Neimenggu,2911
2009,Jiangxi,Neimenggu,3545
2010,Jiangxi,Neimenggu,4374
2011,Jiangxi,Neimenggu,4950
2012,Jiangxi,Neimenggu,5597
2013,Jiangxi,Neimenggu,6000
2014,Jiangxi,Neimenggu,6234
2004,Jiangxi,Liaoning,1600
2005,Jiangxi,Liaoning,1646
2006,Jiangxi,Liaoning,1947
2007,Jiangxi,Liaoning,2264
2008,Jiangxi,Liaoning,2608
2009,Jiangxi,Liaoning,2916
2010,Jiangxi,Liaoning,3369
2011,Jiangxi,Liaoning,3882
2012,Jiangxi,Liaoning,4483
2013,Jiangxi,Liaoning,4928
2014,Jiangxi,Liaoning,5281
2004,Jiangxi,Jilin,1018
2005,Jiangxi,Jilin,1047
2006,Jiangxi,Jilin,1294
2007,Jiangxi,Jilin,1554
2008,Jiangxi,Jilin,1836
2009,Jiangxi,Jilin,2093
2010,Jiangxi,Jilin,2458
2011,Jiangxi,Jilin,2985
2012,Jiangxi,Jilin,3651
2013,Jiangxi,Jilin,4276
2014,Jiangxi,Jilin,4914
2004,Jiangxi,Heilongjiang,1600
2005,Jiangxi,Heilongjiang,1646
2006,Jiangxi,Heilongjiang,1813
2007,Jiangxi,Heilongjiang,1987
2008,Jiangxi,Heilongjiang,2180
2009,Jiangxi,Heilongjiang,2337
2010,Jiangxi,Heilongjiang,2605
2011,Jiangxi,Heilongjiang,3174
2012,Jiangxi,Heilongjiang,3896
2013,Jiangxi,Heilongjiang,4579
2014,Jiangxi,Heilongjiang,5281
2004,Jiangxi,Shanghai,2764
2005,Jiangxi,Shanghai,2843
2006,Jiangxi,Shanghai,3065
2007,Jiangxi,Shanghai,3296
2008,Jiangxi,Shanghai,3555
2009,Jiangxi,Shanghai,3753
2010,Jiangxi,Shanghai,4125
2011,Jiangxi,Shanghai,6009
2012,Jiangxi,Shanghai,8614
2013,Jiangxi,Shanghai,11622
2014,Jiangxi,Shanghai,15182
2004,Jiangxi,Jiangsu,10764
2005,Jiangxi,Jiangsu,11073
2006,Jiangxi,Jiangsu,11342
2007,Jiangxi,Jiangsu,11611
2008,Jiangxi,Jiangsu,11944
2009,Jiangxi,Jiangsu,12051
2010,Jiangxi,Jiangsu,12677
2011,Jiangxi,Jiangsu,15633
2012,Jiangxi,Jiangsu,19421
2013,Jiangxi,Jiangsu,23108
2014,Jiangxi,Jiangsu,26990
2004,Jiangxi,Zhejiang,33602
2005,Jiangxi,Zhejiang,34566
2006,Jiangxi,Zhejiang,32530
2007,Jiangxi,Zhejiang,30339
2008,Jiangxi,Zhejiang,28135
2009,Jiangxi,Zhejiang,25260
2010,Jiangxi,Zhejiang,23259
2011,Jiangxi,Zhejiang,32179
2012,Jiangxi,Zhejiang,44334
2013,Jiangxi,Zhejiang,57953
2014,Jiangxi,Zhejiang,73783
2004,Jiangxi,Anhui,19055
2005,Jiangxi,Anhui,19602
2006,Jiangxi,Anhui,20586
2007,Jiangxi,Anhui,21600
2008,Jiangxi,Anhui,22764
2009,Jiangxi,Anhui,23519
2010,Jiangxi,Anhui,25328
2011,Jiangxi,Anhui,29266
2012,Jiangxi,Anhui,33904
2013,Jiangxi,Anhui,37413
2014,Jiangxi,Anhui,40265
2004,Jiangxi,Fujian,25165
2005,Jiangxi,Fujian,25887
2006,Jiangxi,Fujian,25169
2007,Jiangxi,Fujian,24380
2008,Jiangxi,Fujian,23641
2009,Jiangxi,Fujian,22388
2010,Jiangxi,Fujian,22000
2011,Jiangxi,Fujian,27176
2012,Jiangxi,Fujian,33819
2013,Jiangxi,Fujian,40308
2014,Jiangxi,Fujian,47159
2004,Jiangxi,Shandong,2764
2005,Jiangxi,Shandong,2843
2006,Jiangxi,Shandong,3964
2007,Jiangxi,Shandong,5144
2008,Jiangxi,Shandong,6417
2009,Jiangxi,Shandong,7618
2010,Jiangxi,Shandong,9227
2011,Jiangxi,Shandong,11021
2012,Jiangxi,Shandong,13245
2013,Jiangxi,Shandong,15228
2014,Jiangxi,Shandong,17162
2004,Jiangxi,Henan,10183
2005,Jiangxi,Henan,10475
2006,Jiangxi,Henan,12183
2007,Jiangxi,Henan,13972
2008,Jiangxi,Henan,15928
2009,Jiangxi,Henan,17650
2010,Jiangxi,Henan,20244
2011,Jiangxi,Henan,23161
2012,Jiangxi,Henan,26525
2013,Jiangxi,Henan,28878
2014,Jiangxi,Henan,30584
2004,Jiangxi,Hubei,30111
2005,Jiangxi,Hubei,30975
2006,Jiangxi,Hubei,30046
2007,Jiangxi,Hubei,29028
2008,Jiangxi,Hubei,28063
2009,Jiangxi,Hubei,26485
2010,Jiangxi,Hubei,25925
2011,Jiangxi,Hubei,31394
2012,Jiangxi,Hubei,38282
2013,Jiangxi,Hubei,44692
2014,Jiangxi,Hubei,51193
2004,Jiangxi,Hunan,41747
2005,Jiangxi,Hunan,42945
2006,Jiangxi,Hunan,41274
2007,Jiangxi,Hunan,39457
2008,Jiangxi,Hunan,37688
2009,Jiangxi,Hunan,35073
2010,Jiangxi,Hunan,33768
2011,Jiangxi,Hunan,38903
2012,Jiangxi,Hunan,44914
2013,Jiangxi,Hunan,49365
2014,Jiangxi,Hunan,52880
2004,Jiangxi,Guangdong,19347
2005,Jiangxi,Guangdong,19902
2006,Jiangxi,Guangdong,19526
2007,Jiangxi,Guangdong,19104
2008,Jiangxi,Guangdong,18733
2009,Jiangxi,Guangdong,17966
2010,Jiangxi,Guangdong,17909
2011,Jiangxi,Guangdong,28026
2012,Jiangxi,Guangdong,42221
2013,Jiangxi,Guangdong,59077
2014,Jiangxi,Guangdong,79357
2004,Jiangxi,Guangxi,6983
2005,Jiangxi,Guangxi,7183
2006,Jiangxi,Guangxi,7629
2007,Jiangxi,Guangxi,8090
2008,Jiangxi,Guangxi,8613
2009,Jiangxi,Guangxi,8985
2010,Jiangxi,Guangxi,9765
2011,Jiangxi,Guangxi,12407
2012,Jiangxi,Guangxi,15868
2013,Jiangxi,Guangxi,19424
2014,Jiangxi,Guangxi,23323
2004,Jiangxi,Hainan,1018
2005,Jiangxi,Hainan,1047
2006,Jiangxi,Hainan,1430
2007,Jiangxi,Hainan,1834
2008,Jiangxi,Hainan,2269
2009,Jiangxi,Hainan,2679
2010,Jiangxi,Hainan,3231
2011,Jiangxi,Hainan,4230
2012,Jiangxi,Hainan,5560
2013,Jiangxi,Hainan,6981
2014,Jiangxi,Hainan,8581
2004,Jiangxi,Chongqing,6255
2005,Jiangxi,Chongqing,6434
2006,Jiangxi,Chongqing,6492
2007,Jiangxi,Chongqing,6545
2008,Jiangxi,Chongqing,6627
2009,Jiangxi,Chongqing,6579
2010,Jiangxi,Chongqing,6808
2011,Jiangxi,Chongqing,7935
2012,Jiangxi,Chongqing,9282
2013,Jiangxi,Chongqing,10359
2014,Jiangxi,Chongqing,11295
2004,Jiangxi,Sichuan,11491
2005,Jiangxi,Sichuan,11821
2006,Jiangxi,Sichuan,12727
2007,Jiangxi,Sichuan,13668
2008,Jiangxi,Sichuan,14722
2009,Jiangxi,Sichuan,15526
2010,Jiangxi,Sichuan,17047
2011,Jiangxi,Sichuan,20136
2012,Jiangxi,Sichuan,23911
2013,Jiangxi,Sichuan,27132
2014,Jiangxi,Sichuan,30144
2004,Jiangxi,Guizhou,9455
2005,Jiangxi,Guizhou,9726
2006,Jiangxi,Guizhou,10947
2007,Jiangxi,Guizhou,12223
2008,Jiangxi,Guizhou,13627
2009,Jiangxi,Guizhou,14819
2010,Jiangxi,Guizhou,16725
2011,Jiangxi,Guizhou,20673
2012,Jiangxi,Guizhou,25741
2013,Jiangxi,Guizhou,30699
2014,Jiangxi,Guizhou,35938
2004,Jiangxi,Yunnan,2327
2005,Jiangxi,Yunnan,2394
2006,Jiangxi,Yunnan,2898
2007,Jiangxi,Yunnan,3427
2008,Jiangxi,Yunnan,4003
2009,Jiangxi,Yunnan,4523
2010,Jiangxi,Yunnan,5273
2011,Jiangxi,Yunnan,6956
2012,Jiangxi,Yunnan,9207
2013,Jiangxi,Yunnan,11630
2014,Jiangxi,Yunnan,14375
2004,Jiangxi,Tibet,0
2005,Jiangxi,Tibet,0
2006,Jiangxi,Tibet,46
2007,Jiangxi,Tibet,94
2008,Jiangxi,Tibet,145
2009,Jiangxi,Tibet,196
2010,Jiangxi,Tibet,259
2011,Jiangxi,Tibet,250
2012,Jiangxi,Tibet,225
2013,Jiangxi,Tibet,165
2014,Jiangxi,Tibet,73
2004,Jiangxi,Shaanxi,1891
2005,Jiangxi,Shaanxi,1945
2006,Jiangxi,Shaanxi,2508
2007,Jiangxi,Shaanxi,3100
2008,Jiangxi,Shaanxi,3741
2009,Jiangxi,Shaanxi,4335
2010,Jiangxi,Shaanxi,5155
2011,Jiangxi,Shaanxi,6308
2012,Jiangxi,Shaanxi,7775
2013,Jiangxi,Shaanxi,9179
2014,Jiangxi,Shaanxi,10635
2004,Jiangxi,Gansu,436
2005,Jiangxi,Gansu,449
2006,Jiangxi,Gansu,1192
2007,Jiangxi,Gansu,1976
2008,Jiangxi,Gansu,2816
2009,Jiangxi,Gansu,3638
2010,Jiangxi,Gansu,4671
2011,Jiangxi,Gansu,5786
2012,Jiangxi,Gansu,7219
2013,Jiangxi,Gansu,8628
2014,Jiangxi,Gansu,10121
2004,Jiangxi,Qinghai,873
2005,Jiangxi,Qinghai,898
2006,Jiangxi,Qinghai,945
2007,Jiangxi,Qinghai,994
2008,Jiangxi,Qinghai,1050
2009,Jiangxi,Qinghai,1087
2010,Jiangxi,Qinghai,1173
2011,Jiangxi,Qinghai,1361
2012,Jiangxi,Qinghai,1585
2013,Jiangxi,Qinghai,1760
2014,Jiangxi,Qinghai,1907
2004,Jiangxi,Ningxia,436
2005,Jiangxi,Ningxia,449
2006,Jiangxi,Ningxia,582
2007,Jiangxi,Ningxia,721
2008,Jiangxi,Ningxia,872
2009,Jiangxi,Ningxia,1013
2010,Jiangxi,Ningxia,1206
2011,Jiangxi,Ningxia,1350
2012,Jiangxi,Ningxia,1506
2013,Jiangxi,Ningxia,1587
2014,Jiangxi,Ningxia,1614
2004,Jiangxi,Xinjiang,291
2005,Jiangxi,Xinjiang,299
2006,Jiangxi,Xinjiang,524
2007,Jiangxi,Xinjiang,761
2008,Jiangxi,Xinjiang,1016
2009,Jiangxi,Xinjiang,1261
2010,Jiangxi,Xinjiang,1578
2011,Jiangxi,Xinjiang,1631
2012,Jiangxi,Xinjiang,1633
2013,Jiangxi,Xinjiang,1475
2014,Jiangxi,Xinjiang,1173
2004,Jilin,Beijing,1663
2005,Jilin,Beijing,1646
2006,Jilin,Beijing,1722
2007,Jilin,Beijing,1794
2008,Jilin,Beijing,1875
2009,Jilin,Beijing,1916
2010,Jilin,Beijing,2037
2011,Jilin,Beijing,2407
2012,Jilin,Beijing,2916
2013,Jilin,Beijing,3419
2014,Jilin,Beijing,3961
2004,Jilin,Tianjin,1512
2005,Jilin,Tianjin,1496
2006,Jilin,Tianjin,1558
2007,Jilin,Tianjin,1618
2008,Jilin,Tianjin,1684
2009,Jilin,Tianjin,1716
2010,Jilin,Tianjin,1819
2011,Jilin,Tianjin,2027
2012,Jilin,Tianjin,2352
2013,Jilin,Tianjin,2666
2014,Jilin,Tianjin,3007
2004,Jilin,Hebei,9525
2005,Jilin,Hebei,9427
2006,Jilin,Hebei,9531
2007,Jilin,Hebei,9628
2008,Jilin,Hebei,9768
2009,Jilin,Hebei,9715
2010,Jilin,Hebei,10070
2011,Jilin,Hebei,9907
